513	238	3.93
470	254	4.68
602	196	5.62
602	194	6.23
404	281	5.28
538	221	4.1
601	194	5.41
573	207	5.69
605	191	5.54
512	232	3.59
527	223	5.01
477	248	0.45
598	190	5.98
540	216	4.96
427	268	5.57
415	273	5.18
481	244	5.76
481	244	5.76
607	183	4.45
461	251	5.78
590	190	5.24
502	231	4.01
563	203	5.25
490	238	5.52
589	187	6.27
596	185	3.49
603	179	4.26
579	191	5.29
592	183	6.55
374	294	6.33
500	229	5.49
490	235	5.04
592	180	5.86
582	183	5.83
599	175	4.66
481	234	5.53
598	173	5.92
498	224	5.7
598	172	3.74
444	252	3.35
533	204	5.42
565	188	3.42
585	176	3.88
585	176	4.83
421	263	4.97
601	168	4.61
368	295	6.05
582	176	2.64
514	214	4.39
542	196	5.69
527	207	5.12
576	177	5.76
585	170	5.09
578	175	4.92
493	223	3.69
501	216	5.7
575	175	4.79
426	261	4.68
410	266	4.49
402	270	3.95
380	283	5.27
596	160	5.89
579	170	5.43
578	170	3.99
436	250	6
438	249	5.59
480	225	4.99
452	244	2.86
385	280	5.22
376	288	6.15
559	180	5.34
595	157	3.82
595	157	4.33
549	183	5.5
516	204	5.15
522	198	2.1
522	198	4.84
566	172	5.64
594	156	5.42
594	155	5.96
558	175	4.68
571	165	5.03
565	168	6.01
569	165	2.01
533	185	4.78
541	179	3
563	165	4.98
463	227	6.38
529	185	6.09
529	185	6.82
573	157	5.68
561	164	6.01
549	172	6.24
585	148	5.64
588	146	5.94
426	249	6.05
551	169	4.94
511	194	4.84
487	209	5.31
569	156	5.23
578	150	5.72
584	146	4.36
587	144	5.65
550	169	5.27
541	170	5.25
559	159	5.79
560	158	5.57
538	171	4.84
460	223	5.75
461	222	5.99
539	170	4.03
582	141	5.51
420	253	5.57
567	149	5.58
497	196	5.31
484	208	3.56
550	159	5.29
420	252	5.67
582	137	6.47
487	201	5.57
466	215	5.16
580	134	5.29
580	133	5.42
486	198	5.19
557	149	5.19
461	215	6.25
484	198	4.73
573	134	5.48
577	131	6.34
414	252	4.08
417	245	4.46
571	134	4.88
482	197	6.16
537	156	5.55
447	226	5.36
393	267	5.99
541	152	5.29
572	129	4.3
540	152	5.89
492	191	4.24
532	159	5.13
558	136	6.14
561	133	6.21
523	160	5.15
571	122	5.36
563	129	4.74
562	128	6
526	156	5.91
540	144	4.96
524	154	5.38
567	121	5.74
567	119	4.87
566	120	5.53
545	136	6.68
562	122	5.64
545	135	6.48
535	145	5.74
566	117	5.65
524	153	5.78
548	130	5.45
367	282	5.27
533	143	5.84
470	196	5.3
565	114	4.08
560	119	4.83
537	136	5.3
458	200	5.76
505	161	4.91
499	169	4.74
564	113	5.72
548	124	5.74
507	161	4.11
558	115	6.32
477	182	4.1
492	169	5.43
534	134	4.65
461	200	5.21
561	111	3.47
410	243	4.12
549	119	6.4
552	116	5.78
473	188	5.4
554	116	4.24
554	114	5.17
556	112	4.27
402	245	6.26
547	119	4.47
527	133	4.52
545	116	5.83
404	241	5.94
426	226	5.73
451	198	3.77
513	146	6.51
545	114	5.26
411	239	4.83
529	127	3.61
504	149	4.22
519	138	4.45
511	141	4.56
534	123	6.14
528	129	5.39
546	109	5.52
511	144	5.92
539	117	4.76
511	143	5.48
428	221	5.25
460	186	3.93
502	147	5.34
502	147	5.93
538	109	5.76
538	108	5.58
380	264	4.76
514	130	5.1
547	99	3.89
533	110	5.8
495	146	4.68
505	135	4.94
529	115	5.44
531	109	4.63
531	109	4.63
529	114	5.82
543	96	4.71
493	148	2.88
493	148	4.35
546	94	5.56
524	115	5.69
545	93	6.11
520	115	5.91
543	94	5.75
419	221	4.98
543	92	5.62
543	92	2.54
518	118	5.88
451	182	2.91
541	93	5.32
441	192	4.77
525	110	4.08
492	139	3.32
540	91	5.26
519	110	5.45
519	110	7
432	204	5.12
484	143	2.09
460	167	4.05
528	97	6.13
389	249	5.51
526	98	6.24
473	153	3.79
509	114	5.74
485	137	4.61
521	96	4.35
510	108	5.78
532	83	5.55
533	81	5.07
507	111	3.8
517	95	4.87
469	145	5.49
527	81	4.8
452	163	5.16
526	81	6.14
452	163	5.05
527	76	5.62
511	94	4.86
503	101	5.91
526	75	4.84
504	98	6.14
468	140	4.96
511	92	3.7
510	90	5.27
415	208	5.53
524	74	5.7
470	141	4.26
415	207	5.24
500	101	5.55
509	88	5.1
449	159	1.79
502	93	5.5
365	267	5.51
507	87	6.07
518	73	3.61
515	72	3.73
481	117	6.39
446	155	4.67
501	87	6.03
449	149	4.36
480	115	5.71
479	115	6.49
510	70	5.14
508	71	4.14
453	142	5.3
513	66	4.74
509	67	5.76
408	204	4.71
508	67	3.72
492	85	5.95
445	147	4.32
497	81	4.26
499	72	5.24
507	60	4.29
462	121	4.57
503	59	5.97
483	89	6.01
503	58	5.55
485	82	6.11
502	58	5.53
441	142	3.01
469	101	4.97
490	71	5.68
470	95	3.84
488	70	6.13
473	96	4.99
450	123	3.77
497	59	3.52
482	77	5.45
482	77	3.72
463	109	4.59
481	78	5.66
481	77	4.3
498	54	5.24
374	233	4.59
481	77	3.87
497	53	5.56
480	77	5.76
480	77	6.43
496	54	5.34
481	75	4.14
492	58	4.43
479	75	2.85
473	87	5.91
481	74	4.22
490	56	5.08
396	207	3.84
464	94	5.14
477	74	3.62
477	74	5.05
479	74	5.24
470	88	5.52
457	107	4.3
457	107	4.73
459	102	4.17
488	50	5.66
488	49	5.48
461	88	2.84
367	247	3.26
461	85	6.79
423	145	5.28
486	47	6.14
486	47	4.79
472	72	4.64
457	95	5.11
471	65	5.62
444	108	2.9
470	67	6.05
450	95	3.98
477	51	2.97
475	48	3.41
466	66	4.62
478	41	5.28
397	187	4.56
475	42	3.91
461	64	5.46
474	41	5.32
462	60	4.36
416	140	4.25
462	59	5.9
394	190	4.48
396	185	4.97
454	70	5.18
452	73	5.21
420	129	3.96
438	96	6.07
437	97	5.52
460	53	5.51
451	65	5.39
466	37	5.44
465	36	5.71
464	36	4.04
429	108	4.93
414	129	4.12
427	101	4.67
462	36	5.29
460	37	4.84
460	37	4.87
455	42	6.31
459	36	4.27
407	135	4.6
459	35	4.43
425	108	3.85
449	50	4.93
447	51	5.64
405	137	5.55
385	187	3.33
407	140	4.26
446	49	5.5
446	50	5.34
430	80	4.93
450	40	3.65
434	80	3.55
439	62	4.97
411	119	4.8
451	38	5.58
391	173	4.44
449	39	5.26
453	32	5.85
448	37	5.72
438	57	5.38
382	190	5.88
445	41	3.77
445	40	5.64
427	77	5.73
438	53	6.34
427	77	5.77
444	41	4.8
448	31	5.1
450	28	5.17
438	48	4.21
438	48	5.27
442	41	4.3
443	38	6.44
437	49	4.28
427	77	3.97
442	37	4.48
379	189	5.24
442	35	4.69
435	49	5.53
439	37	4.96
440	34	5.9
437	41	3.53
439	36	3.84
439	36	3.4
440	32	5.02
444	25	5.53
390	145	5.78
437	35	5.58
343	270	5.67
437	35	5.47
438	32	5.4
435	34	6.01
406	102	6.09
440	23	4.91
405	110	5.07
433	32	4.65
436	24	5.71
435	25	5.2
422	61	4.49
405	95	4.25
339	277	5.78
430	33	0.87
433	26	4.25
434	21	3.93
419	62	3.81
387	149	3.3
385	141	5.36
385	139	5.07
433	20	5.32
427	31	5.78
429	27	4.27
432	20	5.22
426	31	5.08
426	31	4.67
428	29	3.86
426	26	5.45
373	179	5.59
396	100	5.3
422	36	4.32
418	42	4.27
416	44	6.18
400	95	4.44
405	79	5.04
423	21	5.98
423	21	6.7
422	20	5.78
374	153	5.29
387	127	5.3
398	91	6.24
422	17	4.01
372	167	5.28
415	29	5.49
396	77	4.89
412	26	6.09
414	27	5.76
405	56	6.35
354	221	5.53
356	196	4.26
415	17	3.19
414	18	4.35
409	30	5.08
412	26	5.03
394	74	4.79
414	15	3.68
370	144	5.52
409	23	4.71
391	90	6.06
411	15	4.36
411	13	5.33
376	138	5.58
376	138	6.42
410	13	3.71
371	137	4.43
408	18	5.18
408	17	4.64
392	62	2.69
405	20	4.06
405	25	5.71
407	13	5.5
398	38	5.79
369	134	6.09
397	40	5.79
386	76	4.93
383	81	5.95
404	11	4.47
383	81	6.46
358	166	4.03
377	96	3.03
400	21	7.71
401	15	5.39
400	18	4.78
379	86	3.69
400	12	4.8
393	31	4.62
358	159	5.22
358	159	6.08
343	240	5.47
392	34	5.74
365	126	4.98
393	20	4.65
375	85	3.18
395	9	6.1
371	117	5.37
382	67	4.55
382	67	6.32
389	32	3.19
388	24	4.91
393	9	5.12
387	27	5.28
385	35	5.5
386	30	5.84
391	12	6.15
369	118	5.05
391	11	5.33
391	9	2.78
389	12	5.43
390	8	5.11
360	152	4.71
387	19	4.81
345	220	5.3
349	176	6.49
389	11	4.25
370	74	4.82
384	13	4.45
384	7	4.46
382	19	3.29
383	14	4.36
372	55	5.01
361	101	0.08
377	29	6.26
370	60	5.99
382	9	0.18
331	279	5.84
379	11	5.52
349	153	6.13
368	57	4.54
368	58	6.15
363	79	4.69
366	58	6.49
378	7	3.59
372	28	4.96
366	58	5.05
368	62	4.81
344	198	4.81
376	5	5.34
359	84	5.22
347	150	5.24
374	13	4.29
374	12	5.29
373	4	4.72
355	120	5.44
364	43	6.45
371	4	4.99
359	68	5.02
368	17	6.09
367	18	5
369	13	5.25
369	6	4.13
369	3	5.07
369	4	3.35
369	3	4.89
368	5	1.64
361	42	1.65
365	16	6.23
349	144	6.1
338	176	5.43
357	58	5.08
363	18	5.4
361	26	4.88
366	3	4.59
363	15	5.52
362	17	5.77
349	126	6.26
358	32	5.47
340	147	6.44
361	23	2.81
362	2	4.71
344	156	5.14
361	3	6.21
360	4	4.2
359	3	5.46
352	51	4.71
356	18	4.32
357	23	5.53
358	2	6.85
358	2	2.25
358	4	4.62
333	181	6.15
354	18	5.67
352	61	3.86
355	11	5.6
356	17	2.58
356	2	5.36
355	2	5.32
351	29	5.37
354	6	4.39
354	6	3.39
354	6	5.61
354	2	4.58
354	3	4.98
354	3	7.96
354	3	5.13
354	3	6.71
354	3	4.98
354	3	2.75
353	2	5.24
353	1	1.69
350	15	5.53
351	5	4.09
349	22	2.97
345	45	5.4
336	181	5.34
336	173	3.76
348	38	6.15
345	33	5.18
349	1	3.77
349	1	6.65
348	2	4.5
347	40	5.28
349	3	4.77
333	144	6.05
330	167	6.17
345	14	4.84
346	1	1.74
346	1	4.21
329	245	5.18
343	55	2.65
344	1	4.9
342	24	5.88
330	141	5.93
332	113	5.46
340	24	6.15
340	24	3.59
337	12	6
337	10	5.72
336	15	5.47
326	258	6.04
327	145	6.53
336	9	5.28
331	72	4.51
336	50	5.18
337	11	3.55
336	2	5.26
333	29	4.88
336	4	2.07
325	155	6.14
334	8	4.89
329	65	4.72
329	72	3.97
328	188	4.34
332	10	5.54
331	119	3.85
325	267	5.65
323	159	5.2
324	139	4.96
331	2	5.36
330	9	5.6
328	36	4.56
331	21	3.76
330	0	4.76
330	60	3.12
327	142	4.5
327	19	4.39
326	18	5.92
327	54	4.88
323	291	6.18
326	2	0.45
325	224	6.54
325	19	5.4
325	194	5.1
320	133	3.72
322	32	4.81
324	9	3.71
325	64	4.97
320	93	1.9
320	97	4.3
324	46	5.52
320	65	2.65
322	0	5.89
319	105	5.71
323	175	4.65
321	0	5.21
322	58	4.36
321	4	6.15
321	4	5.04
317	24	6.36
316	85	6.08
320	85	3.96
316	121	6.39
316	4	4.12
322	260	5.46
317	5	4.92
315	18	5.14
314	85	5.9
314	26	4.16
314	19	4.64
312	69	5.35
313	1	5.67
313	0	5.63
313	13	4.92
314	49	5.65
312	155	5.35
311	10	4.67
312	28	6.74
309	10	4.42
312	188	5.36
309	17	5.28
313	83	6.15
307	25	5.75
309	109	6.82
309	109	6.09
311	65	5
311	82	5.5
305	28	5.83
304	19	5.76
316	190	5.72
304	25	6.51
303	13	4.95
303	10	4.45
309	160	5.37
311	136	4.72
308	167	5.01
300	24	3.31
301	42	4.32
300	18	5.2
315	204	5.06
299	13	5.34
299	2	3.99
303	100	6.53
298	8	5.44
299	28	6.09
305	155	4.44
302	99	6.33
298	27	6.24
297	8	5.04
313	187	5.01
296	5	5.39
295	6	6.76
301	59	4.37
304	157	6.05
316	235	5.08
301	130	5.34
292	4	5.27
295	44	3.02
290	25	2.87
297	112	4.92
299	143	5.53
300	153	5.21
289	17	1.98
294	54	3.85
286	2	4.39
286	2	6.72
285	12	6.3
285	4	6.26
302	143	5.6
283	22	6.22
297	152	5.86
285	46	5.75
282	2	5.19
282	2	5.55
291	102	5.88
282	22	4.13
281	3	5.06
296	107	5.76
309	211	5.56
280	4	3.76
280	4	5.4
280	4	5.6
286	52	4.47
277	15	6.38
281	52	5.82
292	140	6.45
307	209	5.37
275	4	5.88
274	5	4.47
279	29	4.34
297	146	5.2
294	169	5.94
276	40	5.26
291	147	5.87
272	6	6.44
280	72	5.4
296	155	5.69
275	28	4.54
278	76	5.7
278	78	5.34
269	17	1.93
272	20	5.71
273	43	5.76
279	87	4.8
271	21	3.95
290	129	4.35
271	42	6.02
269	20	4.42
281	89	3.17
269	42	6.45
263	9	4.66
277	95	5.04
284	109	5.05
263	20	5.2
287	160	4.86
264	35	3.06
284	150	5.34
260	14	4.49
265	45	5.42
273	92	5.24
258	14	3.35
276	113	5.22
257	14	6.47
293	200	5.14
267	51	5.23
256	10	5.92
255	9	4.77
257	16	5.28
253	7	4.48
259	27	6.07
293	207	5.11
267	87	4.99
268	72	5.27
253	19	5.87
282	161	5.34
252	16	5.68
282	142	5.6
253	30	5.28
261	56	3.5
262	77	6.1
259	61	3.6
262	76	6.32
261	76	6.46
272	105	5.14
288	172	3.24
276	121	2.94
279	134	4.41
311	269	5.61
278	157	4.35
246	17	4.73
265	105	5.85
250	39	5.74
250	27	4.82
246	15	4.08
251	36	3.89
263	101	4.9
248	28	5.8
247	28	4.66
244	18	5
245	23	4.36
255	76	6.02
247	41	6.2
296	218	5.41
246	41	6.4
240	23	5.73
249	49	1.5
253	63	5.07
241	38	5.2
244	47	3.49
233	12	4.99
237	32	4.01
267	127	5.14
240	38	3.02
235	23	4.11
236	36	6
254	92	5.2
234	37	7.68
262	120	4.92
229	25	5.47
305	263	5.45
250	88	5.8
235	46	1.83
243	84	4.91
235	56	4.41
232	48	5.75
223	15	4.91
247	84	4.83
229	42	5.85
221	15	5.44
221	15	4.15
267	167	5.2
223	28	5.07
230	46	5.91
227	44	5.84
244	88	5.3
288	217	5.68
288	217	3.78
227	52	5.75
251	111	4.49
303	281	4.92
216	17	6.42
228	48	4.42
249	105	4.87
248	103	4.42
228	49	4.01
239	91	5.87
217	30	3.58
223	42	4.83
263	169	6.36
235	79	2.71
218	41	3.5
222	45	4.88
222	46	4.37
255	149	6.86
255	149	5.8
234	78	4.65
215	31	5.7
243	102	5.86
233	78	5.11
236	86	5.24
230	79	5.12
215	39	5.09
280	206	3.97
232	93	5.23
216	49	5.04
215	44	6.17
217	55	5.77
242	125	4.61
206	27	5.37
216	56	3.78
219	59	2.45
204	25	4.99
208	41	5.94
202	25	2.89
208	43	5.2
240	128	5.35
200	25	5.22
216	68	4.16
201	26	4.33
212	58	5.07
212	58	5.01
200	30	4.55
225	89	5.41
231	104	3.25
194	25	5.24
197	37	5.27
193	26	5.59
211	71	2.88
211	71	1.98
192	27	5.83
204	59	4.06
202	50	5.06
202	50	5.87
217	83	5.42
297	263	5.54
206	62	4.65
210	81	5.58
188	29	5.14
245	162	6.09
209	80	4.89
241	142	4.93
211	81	4.53
191	43	5.04
233	127	5.69
186	30	0.4
199	57	4.69
247	170	4.93
200	60	3.8
200	60	4.62
212	86	5.78
231	127	5.68
189	40	4.98
214	92	4.84
213	91	5.73
214	92	5.76
212	90	5.99
185	34	3.94
197	67	4.23
260	201	5.93
254	189	6.5
193	61	5.3
191	58	3.57
194	66	1.16
187	50	6.53
197	66	4.63
197	68	3.94
214	102	5.12
184	48	4.89
179	38	5.25
182	42	7.03
182	42	6.06
199	81	5.14
181	42	5.03
208	93	3.62
202	82	5.36
185	58	6.18
278	233	3.93
178	41	5.48
189	63	4.4
187	62	5.32
179	48	5.17
186	62	3.34
220	125	4.69
218	123	4.1
170	37	5.12
173	44	6.37
174	45	5.16
216	129	6.25
216	130	5.47
184	68	4.97
174	47	5.69
196	87	5.01
205	105	3.71
202	100	4.49
174	56	5.38
218	131	4.22
169	51	5.8
176	62	4.2
239	183	6.02
162	41	5.3
184	79	4.76
207	119	5.08
226	151	3.46
231	171	6.48
209	124	5.14
160	43	4.93
174	64	5.09
174	70	5.87
166	55	5.6
216	138	4.47
173	70	6.32
164	55	5.99
158	43	4.69
157	44	4.39
174	77	4.94
248	196	4.81
158	53	5.14
194	109	2.21
197	121	6.35
164	62	6.12
165	68	5.96
214	151	4.78
162	67	5.3
255	221	5.34
154	56	6.25
165	72	2.83
149	49	4.36
164	76	5.73
158	64	4.4
152	58	5.53
203	136	4.27
153	64	5.63
153	64	6.02
203	136	1.75
150	57	4.72
167	87	5.62
237	190	4.74
231	188	6.43
258	221	4.35
186	112	4.44
150	62	4.99
200	135	5.77
228	186	5.63
177	103	4.78
185	116	4.42
235	198	5.73
207	148	5.52
144	60	7.13
142	58	3.53
221	180	5.89
146	66	6.32
238	198	5.16
156	86	5.13
151	80	5.92
174	108	4.44
183	130	4.25
164	101	4.83
142	73	5.94
138	66	6.13
135	65	6.11
196	147	4.79
131	62	5.61
138	73	6.11
261	236	5.33
261	236	5.63
151	92	5.58
225	188	1.86
149	91	6.3
149	91	6.3
146	86	6.51
146	86	7.81
130	63	3.91
278	260	4.05
133	69	5.56
129	63	5.6
224	195	3.35
143	87	6.05
132	72	5.94
266	245	5.28
280	263	4.34
243	215	3.77
204	166	5.08
235	214	5.47
140	89	5.71
133	79	5.33
190	149	5.33
160	118	6.2
134	84	5.33
139	90	6.35
125	72	6.48
159	118	5.76
130	85	6.55
233	216	5.63
121	73	5.72
230	213	4.59
120	75	5.92
191	159	5.01
117	73	4.14
119	76	6.54
193	163	5.79
213	187	4.84
214	188	5.27
115	74	4.45
137	98	5.24
175	149	5.35
171	139	4.11
126	89	6.39
125	89	6.29
119	80	4.98
141	106	4.86
152	120	3.97
120	85	4.87
178	152	3.77
195	172	3.6
125	94	4.66
115	83	5.62
179	154	4.74
111	78	4.3
216	196	4.31
112	80	4.63
251	237	5.19
119	91	3.94
138	113	6.12
112	82	5.63
144	117	3.68
110	80	6.13
133	110	6.58
133	110	4.03
184	163	5.15
165	142	4.05
111	86	5.89
108	82	3.38
113	87	4.32
198	180	1.93
172	153	3.87
106	83	4.35
203	189	4.5
104	83	5.3
280	273	5.46
216	210	5.72
162	150	5.15
110	93	6.36
155	139	5.47
128	111	4.02
135	123	5.67
168	153	4.94
127	114	6.25
127	114	5.96
103	87	5.55
280	274	6.05
170	158	5.09
224	221	5.57
130	120	5.4
123	116	5.23
108	99	6.28
99	90	3.11
102	94	5.44
100	91	6.07
100	91	6.67
132	127	5.44
123	115	4.87
104	99	5.22
126	122	6.25
104	99	5.68
169	168	3.12
211	206	3.84
100	97	4.26
185	180	4.68
129	128	5.23
232	234	4.74
150	151	3.96
205	202	4.93
127	129	5.89
118	121	6.07
149	149	4.45
163	168	3.57
111	116	5.45
204	203	5.17
116	123	6.67
227	234	5.15
88	100	4.99
163	168	3.75
228	230	4
228	236	4.8
174	185	4.46
116	130	5.42
90	105	5.23
214	224	4.67
110	125	5.95
101	119	5.16
109	123	4.62
87	104	5.6
150	161	2.23
117	135	6.04
100	119	6.04
87	105	5.47
242	246	4.66
250	253	4.47
116	133	5.59
205	218	5.18
90	113	6.49
145	165	5.3
83	107	6.1
197	209	3.43
187	204	5.28
178	196	4.8
209	220	3.96
80	108	3.89
87	116	5.36
145	165	5.24
129	152	5.85
303	302	5.43
79	112	5.24
131	155	4.92
80	113	5.49
128	153	4.63
237	246	1.67
124	154	3.82
190	207	4.34
166	191	6.14
196	213	2.21
166	189	5.26
116	151	3.14
80	118	4.77
77	117	4.8
98	136	4.71
206	225	4.79
96	139	4.47
102	142	4.71
178	203	2.47
71	120	5.6
143	182	5.4
71	124	6.53
71	124	1.99
87	137	4.72
170	201	5.09
70	125	5.4
69	125	5.72
204	232	3.65
67	124	4.59
108	158	5.87
115	161	4.51
241	262	5.77
111	162	5.39
231	254	4.54
84	142	4.32
161	201	3.17
68	130	5.07
103	155	7
103	155	6.18
69	131	4.99
126	172	3.6
64	127	4.54
103	156	5.91
113	166	6.19
280	287	5.34
161	203	4.47
112	166	4.54
181	214	3.16
63	131	5.56
110	167	5.4
203	232	6.1
69	137	6.32
158	200	5.01
245	263	5.46
188	222	4.08
70	140	5.73
61	134	5
120	178	5.28
63	136	6.4
59	135	4.68
150	198	4.34
239	265	5.15
130	184	5.51
58	136	3.9
62	139	6.31
65	142	5.07
117	180	5.61
60	140	3.52
83	156	6.26
194	231	4.51
103	172	6.12
78	153	4.76
279	290	5.07
90	164	5.64
201	241	6.51
62	146	5.36
174	224	5.09
85	161	4.78
75	158	2.97
163	214	5.56
58	147	5.67
57	148	6.44
133	199	5.08
57	148	6.02
197	238	3.69
180	232	3.78
68	159	6.1
207	246	2.92
207	246	6.26
50	149	6.24
160	220	4.55
56	153	6.45
131	199	5.09
49	149	6.01
72	165	5.29
258	279	5.43
58	155	4.11
75	168	3.88
48	150	6.02
50	152	5.07
133	203	4.58
143	213	5.27
112	197	5.11
50	161	5.26
160	225	3.52
43	159	6.69
96	189	5.23
45	161	4.68
84	185	5.37
40	165	6.43
46	170	4.6
39	169	6.2
89	196	4.49
49	175	3.48
41	171	4.39
37	169	4.48
43	173	1.36
282	298	5.53
39	173	5.91
144	227	4.85
42	176	3.61
38	174	5.64
278	297	6.6
42	178	6.43
184	249	6.94
35	176	5.77
176	249	6.18
75	199	6.47
107	214	3.85
69	197	5.49
205	262	5.15
198	262	5.74
67	197	6.46
55	191	5.95
108	218	3.45
55	192	3.43
40	184	5.42
222	271	3.29
54	192	5.81
34	183	5.25
181	253	3.39
46	192	4.78
47	192	2.01
47	192	3.8
29	186	6.66
101	220	3.06
38	191	6.16
157	245	4.5
77	211	5.89
30	189	6.06
102	221	4.82
76	211	5.52
28	189	5.93
30	192	5.61
205	268	4.97
76	213	4.72
39	197	3.83
83	219	4.2
29	196	6.01
239	284	3.99
68	211	4.28
198	269	6.32
162	252	4.65
154	251	4.82
89	224	5.79
167	255	3.81
24	197	5.19
65	214	5.57
24	197	5.08
69	218	5.9
32	204	5.43
26	202	3.84
144	248	4.89
110	235	5.76
76	223	5.57
228	282	4.72
179	263	3.3
157	257	5.16
117	239	5.02
47	212	5.08
24	204	5.07
25	205	5.67
79	227	6.29
89	230	5.5
33	210	6.01
159	258	4.45
28	210	4.89
168	262	5.08
65	225	4.68
120	244	3.84
83	232	5.84
32	213	4.91
261	297	4.11
166	263	4.69
195	276	5.12
150	257	4.29
18	212	6.25
156	263	5.79
49	225	5.51
42	223	5.08
18	215	5.77
189	274	2.74
171	268	4.58
17	217	6.27
156	265	6.34
59	232	5.36
18	219	6.38
32	224	5.5
25	222	5.49
167	268	6.21
29	224	5.44
122	254	2.69
54	234	6.15
20	224	5.32
15	223	6.61
50	234	6.05
269	303	5.46
27	227	3.11
270	303	4.45
151	267	5.66
163	271	5.57
18	225	5.8
142	267	5.12
66	244	3.79
96	253	4.66
32	234	5.23
13	228	5.45
42	238	6.19
65	245	5.73
161	272	3.78
63	246	5.02
40	239	4.3
40	239	6.3
12	231	5.91
14	232	5.91
42	241	6.36
168	276	5.93
74	250	4.6
84	256	5.03
26	241	4.08
80	256	5.06
11	238	4.84
91	258	4.37
12	238	4.98
148	275	2.34
10	239	4.73
29	245	4.42
173	283	1.81
9	242	5.95
75	259	6.01
11	244	4.62
290	312	6.19
43	252	4.92
43	253	5.69
8	246	5.52
33	253	6.48
175	285	4.62
36	255	5.7
97	270	3
159	283	3.93
173	286	5.11
31	258	4.46
23	257	6.11
164	287	4.59
6	255	5.4
26	260	2.56
17	258	3.33
31	262	4.56
14	260	5.31
6	259	4.45
5	260	5.18
51	270	3.79
51	270	4.41
56	271	3.49
72	275	4.76
5	262	5.9
15	265	3.56
6	266	4.05
136	288	3.9
90	282	4.99
20	271	5.08
9	270	4
4	270	5.39
9	271	4.81
18	273	4.06
16	274	5.58
4	272	6.35
3	273	6.49
10	275	5.93
3	275	4.95
74	286	5.3
14	279	5.74
88	290	5.94
3	278	4.77
18	281	5.54
207	305	3.82
12	281	6.27
158	300	5.07
158	300	5.12
42	286	4.93
42	286	5.64
50	288	3.54
2	284	5.76
15	286	5.95
134	299	4.62
207	308	5.19
104	296	5.64
105	297	5.26
175	304	3.11
6	287	4.7
1	287	4.3
105	298	5.46
